uuid_interaction,transaction_ts,items,amount
221f11b5-0462-5f75-bfd8-790b12b170c8,2025-05-12 13:07:11.034402,4,917
587f5858-2fd2-5bd1-8234-7069bf845131,2025-06-14 05:19:17.034402,6,1036
569de9be-feba-5a1c-bd2c-fad764813383,2025-06-16 19:33:02.034402,8,526
e50dea52-59f3-5d5e-8575-d60ded9e22c2,2025-05-16 18:39:14.034402,1,49
eb886fd0-942d-5d48-a3d0-ae7ce4c96867,2025-06-08 21:08:02.034402,4,1996
2148f0e7-c9c1-5242-886e-c52ec47cbadc,2025-06-10 05:42:46.034402,9,2141
d01c6218-7219-5d75-8c99-e0577b61480c,2025-05-11 22:59:49.034402,20,3730
fd94e5f1-a955-556e-8707-5584989e0779,2025-05-14 09:00:26.034402,10,2390
a9123f4b-b3b7-5a91-ba66-e2ccf375e9fa,2025-05-20 12:28:38.034402,6,1294
6907c94f-6318-50bb-a101-1c4f191a68a4,2025-06-02 06:46:20.034402,12,3272
eeb13558-2962-5443-b1ea-5b77afcdd0bd,2025-06-07 21:31:46.034402,5,100
90acab22-5856-5f03-9a94-57886dbc023a,2025-05-18 12:24:14.034402,15,6006
fe8b5bbd-e885-5d27-916f-cbcb5503ba6c,2025-06-17 10:30:47.034402,2,40
83740df5-e8e1-597d-ab6f-8ac4a6c07cd1,2025-05-14 12:22:32.034402,16,3247
504bb1ab-1620-5e53-bc81-52c71f84f82e,2025-05-17 01:35:15.034402,11,3039
8d53b927-b467-5e56-ba64-3db070df6682,2025-05-30 03:43:22.034402,10,1053
6c37b9f0-13aa-5dcc-b9bc-cb637d739fca,2025-06-16 00:26:30.034402,15,5090
0ac7511d-0378-57c2-8cb9-955392a364ee,2025-05-25 00:59:11.034402,11,1489
307e6174-de51-5518-a03d-f0eab48425c4,2025-05-27 05:18:17.034402,6,236
d1ad54d5-cc8c-5172-a456-bd943e33a9b0,2025-06-04 20:38:57.034402,10,200
8f1ef9cd-4156-5e0c-b2c8-41f1a9fb25e1,2025-05-17 09:08:11.034402,15,3535
c6ae09a9-a32d-583b-8605-3efb4908e9c8,2025-06-04 17:30:55.034402,12,3338
8cf0ce4d-0c32-5c36-90f2-ceb0bcbdd844,2025-06-09 06:17:33.034402,15,3848
f2893a3c-0e6b-5e7e-944f-b55395980d30,2025-06-13 15:42:54.034402,2,998
6b21e5e7-f018-5444-82a9-cf9c3d7b73f3,2025-05-26 16:56:26.034402,13,2721
5aae588a-f951-576f-86d5-b1ae0ee75d37,2025-06-14 06:08:42.034402,7,1185
3e53d281-5751-55f4-9bc8-46a9ea39d441,2025-06-10 13:51:18.034402,10,653
8326d40c-217e-55e5-83e6-1c940f281b30,2025-06-05 07:20:42.034402,12,2638
bb6b6b28-9386-50c7-9a1d-efac99712251,2025-06-10 13:51:00.034402,12,2235
54bf9e54-6a80-5ee4-ba57-4d8dd6782948,2025-05-19 01:16:29.034402,6,1594
f3dcfc47-b1ef-5c98-b92e-fee9c32135af,2025-05-26 22:04:18.034402,17,3317
cb2c05c5-306e-5b28-abac-a7d14d08e2d7,2025-06-09 17:52:51.034402,6,1515
b78a79be-bf1c-526f-9bbb-4b9faa20e9b6,2025-06-09 18:06:24.034402,17,6083
ff141631-8bed-5186-9f6b-e7fce9ace2db,2025-06-18 08:43:37.034402,10,1790
ce3bdf17-50b7-5ed4-a60d-bf345c618faf,2025-06-18 02:47:52.034402,7,1093
6f7fad3b-1da0-5342-a92c-28246729ba8d,2025-05-18 16:56:48.034402,20,5827
94cb8e43-ae6f-58d3-9bbb-7c40d3aad4f6,2025-05-31 21:14:15.034402,10,1316
eca687c0-4dfa-5d0c-804e-21007cff0c7b,2025-06-07 16:16:08.034402,12,1930
bd508ffc-de33-5c36-943a-1462ad85cc1e,2025-05-22 22:39:27.034402,11,1689
c0ba3913-1e1e-547a-a9da-0ac228df3a35,2025-05-27 21:56:15.034402,1,20
1f8ceb8d-893c-57da-a465-64b9e4da90f0,2025-06-12 05:49:08.034402,16,4134
479ca942-2d93-5e00-9f7c-f7504377a92d,2025-05-25 13:26:10.034402,3,218
a6723755-e47d-5c65-b436-113cc6003d5d,2025-06-02 08:04:17.034402,12,3622
007553c3-09c7-57f9-9005-a8cf788e76e5,2025-05-11 16:32:59.034402,12,3751
77ef20a1-540f-574d-8de7-e6a38d8bc460,2025-05-30 14:42:01.034402,5,2495
8e6d8f8a-a65e-5b7a-8a2e-5a7c769f7618,2025-05-31 17:57:23.034402,10,2740
8c2df8b2-5a7b-57f5-9d51-c9deb4752850,2025-05-19 11:05:55.034402,15,4885
ac4ebc4a-60d7-53cb-b9b7-5eac0db9eb2f,2025-05-20 02:06:59.034402,4,396
9a346346-0fbb-559c-afbf-8dc629867d91,2025-06-01 01:21:04.034402,11,4089
368e7d1b-4dc8-5a08-92f0-7b1d686c85dd,2025-05-26 08:54:02.034402,7,343
7e5e1ccb-801c-5277-b3e9-dce41d8eec3f,2025-06-17 19:07:46.034402,7,3043
84d378ae-4b0e-5d4d-97ec-810fe1f13994,2025-06-02 14:53:31.034402,12,1993
0f810b41-751c-534c-bd4a-f5102374a279,2025-05-16 08:42:45.034402,9,604
59fa49c8-4254-59c9-bb82-4338f5525c61,2025-05-26 09:12:18.034402,2,598
d58733f4-1569-587b-aee9-d89172e1b6bd,2025-06-05 13:25:41.034402,5,2495
5f9cfbdc-bee7-5cb8-8d52-24ca8a86972d,2025-05-25 13:38:14.034402,13,2387
74a01c72-111b-5f45-a345-9376832a1545,2025-05-24 08:58:18.034402,8,997
88368ea8-f33a-57fb-8cb9-2904bb5c8ce0,2025-06-07 00:28:13.034402,11,3410
0f62a7c6-8fd8-50ba-a2ce-f9fb16318f50,2025-06-09 20:04:02.034402,8,439
33b6344a-1203-5795-9047-ba8eea7073ad,2025-05-18 23:39:29.034402,7,2693
e662ba90-a0f3-5a0e-8bbc-0afe21338088,2025-05-08 23:03:15.034402,10,445
5db2433f-e09c-57bb-ae49-a274fd5d9e39,2025-06-17 03:22:13.034402,12,2909
e96594ee-705f-5305-8486-329ab0eb1ea7,2025-06-13 08:08:16.034402,9,675
c0802150-d1ed-50b8-84fe-bd0310b7314e,2025-05-20 22:05:54.034402,4,1196
b613e290-5e7a-5653-b248-ebccf75285a4,2025-05-19 01:58:17.034402,16,1789
7db02a47-fc9c-5305-9da6-46ff3153c7ad,2025-05-22 10:09:22.034402,5,187
f94d4e1f-93c5-5b71-8ea9-090c58ee4fba,2025-05-26 07:25:49.034402,5,495
69ded8dd-08a7-5284-a5ed-dafcbc3d1d1e,2025-05-23 12:10:12.034402,3,147
aeefd1cd-0c38-58f9-b49c-f70ba50d3d4a,2025-06-18 23:16:24.034402,5,1495
5a2c5cda-896c-56ee-b026-13ce3a5bd94e,2025-05-30 00:32:40.034402,13,1050
82b75dbe-bd74-530c-81fe-f5dd0a49937e,2025-06-05 05:44:57.034402,5,495
d3f68ca6-4d91-51de-a605-d4e57c419160,2025-06-15 21:00:32.034402,3,1497
6de65cba-a068-5dd0-89ac-3adb20c4dfc2,2025-06-22 06:12:26.034402,15,4448
928feded-7d74-5b26-b03b-75e0e05f24e5,2025-05-25 08:03:07.034402,19,2181
6094e14d-28c7-5391-8fc6-83492e736bb8,2025-06-07 15:43:18.034402,17,3433
4fbeabe6-fcf9-5e24-99db-113619c8ff80,2025-06-10 01:15:43.034402,13,3571
dd1580d7-a5f0-5656-80f9-d66338755269,2025-05-28 23:12:57.034402,9,1296
8a20f7f5-ecb9-5c2f-b20d-b45a4e53bd05,2025-05-19 11:47:40.034402,14,1636
299eabb0-e4bb-57bb-99a1-156e4d5869f2,2025-06-02 07:50:08.034402,15,3435
8600d01a-d9f9-578c-a5ed-d726de857c06,2025-05-17 06:39:43.034402,12,3088
56d1eca2-5ad8-568f-8d80-8b3a3fbda99d,2025-05-10 23:03:48.034402,2,40
770df3c2-db34-58d1-be2b-d04fa4565832,2025-05-22 14:46:56.034402,17,4683
4d884ca6-1f5f-56f8-aa68-95b7f27fca34,2025-06-19 10:37:03.034402,12,4388
bef02eb3-7663-599d-8677-d03fe4e38ecc,2025-05-11 10:54:02.034402,18,3887
f959317c-1579-50a9-a722-47ef8e8bc33a,2025-05-21 13:18:22.034402,6,594
bca12ef0-f4cf-562d-9259-bc7fe73767bc,2025-06-17 19:37:49.034402,8,2076
2f4c0a34-a5df-5836-9a7d-f542e6acc646,2025-05-30 20:50:32.034402,13,3858
2c038fa9-ebf3-5a14-a311-eb17f7be9910,2025-05-22 07:08:12.034402,8,3392
f26432ad-7d00-51e4-9ce5-ae9ad8558656,2025-06-10 21:04:47.034402,7,1098
23279c78-0c25-5ffb-b849-cb9a0f5cbb61,2025-05-15 16:21:15.034402,11,1244
0428d5aa-ea75-5f3f-89b3-fdd378548ad4,2025-05-26 14:40:20.034402,6,2394
ff2c1862-015c-5d46-97d4-46b710038161,2025-05-28 14:39:25.034402,15,3290
1717885b-9536-5027-bc9a-f071ffb6deaf,2025-05-16 07:10:33.034402,3,60
4933fc47-fbba-5212-ba9a-c82c735ed263,2025-05-23 14:20:29.034402,5,295
4a5e60b4-f366-50d1-b0f9-9ab5c45b0936,2025-06-17 22:56:36.034402,11,3489
998815d4-cf4a-5ca4-a8de-138931e3ce6d,2025-05-20 21:34:07.034402,14,3586
726af537-1b85-57fc-8a2e-1576e3393676,2025-05-26 15:39:18.034402,5,1295
1c64aa09-08eb-5f60-ba0f-5ed6e948afde,2025-06-10 02:19:54.034402,4,646
c8c7c47c-fe82-55d4-90b4-5e41be140471,2025-06-12 20:07:00.034402,6,265
3ccd8f3c-42ff-5d2c-a032-876459e4a24a,2025-05-31 03:43:23.034402,6,1236
86058a5b-ad93-5276-8f0e-5e4e3489a43f,2025-06-08 00:33:23.034402,6,1394
d8eafddb-44f3-5540-8b2e-96748e6a77b4,2025-05-12 11:39:42.034402,7,2143
bb6fd758-b923-53a8-9700-ab8de6db3720,2025-06-09 17:54:46.034402,5,2495
74d01e90-c50c-5f14-9387-77c0be9fc0f3,2025-05-26 04:46:32.034402,17,1888
5e32d3c3-2cd5-5e09-bcc7-f70f99ab4b1e,2025-06-11 17:20:16.034402,8,1034
b4f20f7b-4083-5f61-a346-8a4596296677,2025-05-20 16:22:05.034402,10,2890
0948ce24-eb0e-51a8-9292-1cfdb64bc029,2025-05-29 19:42:16.034402,7,1285
ba5ec9cb-be6e-523c-8bc0-e465848e62b5,2025-06-01 14:26:11.034402,3,897
e3b9b078-fc97-5dc9-a745-27f2779b80b4,2025-06-11 06:34:27.034402,9,2641
f40cb5dd-013d-587d-9422-356d333915b6,2025-05-12 10:04:15.034402,5,495
d531c5f7-d5f3-570c-9b0f-414792a7daa4,2025-05-29 09:18:58.034402,12,1538
cc34d885-3ad0-53ff-a8f6-e6cb4822665a,2025-06-07 10:03:27.034402,7,2593
c9cdcae3-f356-5352-91ba-20b10a8f1ffe,2025-06-06 07:33:38.034402,4,1196
e6e963c1-b33b-52c0-b280-679ee5bf2710,2025-06-16 00:51:42.034402,15,3119
05221fe5-8143-5083-a68f-18b1c4470aca,2025-05-23 10:16:04.034402,8,1205
fd9ef12e-e591-5c62-97fd-d4d2b87fc8c3,2025-06-22 16:22:46.034402,22,6812
338a3bce-e359-52ee-9fe6-bad54a1ed5cd,2025-05-16 23:49:18.034402,5,1095
57b5406f-d75f-537d-a745-ece6602df0d2,2025-06-01 23:33:05.034402,14,4257
aeb4f1c8-e853-583b-a08e-afaf2e724ef2,2025-06-04 09:40:23.034402,6,536
f1cbec7f-c1f9-5109-8205-9a9f11db024b,2025-06-17 01:36:09.034402,16,2947
854e421d-a98b-5dd6-b8b5-b84f98731d2d,2025-05-31 17:30:20.034402,12,3072
9d35d121-0ddf-53e9-b991-530f87bc60de,2025-05-21 01:12:24.034402,3,1497
fa1961e1-5c3e-5fb3-a577-906c8db67b6c,2025-05-28 15:14:57.034402,10,824
87a1c7dd-8218-579f-996a-6fa2259258ed,2025-05-14 15:29:36.034402,14,2541
9d6e487d-8cae-53f3-b5b1-575a60c8e96e,2025-05-17 15:46:34.034402,9,2241
b204c18e-600a-57ea-9c04-ffa817de62bf,2025-06-07 21:46:08.034402,1,99
e0862245-0b21-55f7-88df-23b1e6317c1a,2025-05-25 00:37:05.034402,5,100
298311f2-e511-59ef-b57f-31bd3e888f10,2025-06-12 09:29:56.034402,7,656
ec7519bb-6d5f-5a01-8c8e-930f418bcdee,2025-06-15 14:45:57.034402,7,1335
86e90166-8504-5dc4-97c9-f25fe362c3e8,2025-05-22 03:52:40.034402,8,1892
be820e3d-7f37-5289-9b59-33b62a32c9a0,2025-06-02 12:23:24.034402,17,5083
6abba532-50cd-58f6-b922-c4f5805366ef,2025-06-15 18:25:57.034402,10,790
e9f0c191-f58e-5641-a655-e56b7d2351f3,2025-05-14 10:19:35.034402,12,2072
0a526d36-caf7-5815-a88d-d0106191adce,2025-05-31 05:14:13.034402,5,245
f3cfa4d9-8d76-5cf1-8706-c7e01478e405,2025-06-16 09:34:46.034402,7,2143
dbc8e606-f3df-52ea-b20d-da0979763d09,2025-05-06 03:52:52.034402,14,1936
d0746a50-6889-5fa8-8b7f-b36a23c9d663,2025-05-12 18:17:04.034402,8,276
fab30e1b-377d-57a3-9216-4a88e76ce46d,2025-05-18 06:44:27.034402,15,2177
fd2d05e4-5628-5667-8fc3-659181eb4862,2025-06-11 03:07:18.034402,17,7483
9b3c7a3c-0549-5ee0-b106-0c6810681237,2025-05-13 00:32:53.034402,3,118
7456b9cb-dae9-54ce-b7f1-7813b6776134,2025-06-05 10:02:38.034402,12,1730
eafa930d-3dff-52b2-9aea-0b7ee0164932,2025-05-10 11:32:47.034402,6,1294
0649d4d5-69a0-524f-bbbb-80067a22263f,2025-05-25 00:57:53.034402,2,998
eeb1a3a5-5f47-5742-964c-0b6f216453da,2025-06-09 10:16:51.034402,1,99
8ed36fef-1ec3-5835-a469-bc9ee95b0b85,2025-05-20 00:38:27.034402,5,495
3cddf94e-2544-5350-9f10-2e12f8437beb,2025-05-13 17:04:18.034402,9,691
7fb21b48-861f-5c41-9781-8898533a4b9b,2025-06-10 11:49:06.034402,9,1775
67bd510b-b240-5946-a55b-1cf738e2b567,2025-05-13 15:11:27.034402,15,2690
cf403d89-8d06-5870-b812-57eef4929eb1,2025-06-17 14:41:10.034402,10,316
e0424fcf-dd2c-5535-a8d2-1632e565410c,2025-06-11 07:07:33.034402,12,3201
7db0a3c2-8f08-5186-82cf-8e06a2f821bc,2025-06-13 00:49:49.034402,9,641
4b948008-4fe4-5af4-b671-cfae44167ba1,2025-06-17 03:53:23.034402,15,2135
d58fdae1-de90-5439-87ad-14eea82581eb,2025-05-23 05:07:23.034402,4,196
65f66d14-8722-5ad7-95b4-758074534aa5,2025-05-26 14:16:44.034402,12,938
a28575e6-662d-527f-9394-c8d0cba41b52,2025-06-07 00:14:24.034402,15,4569
ad5cf3fa-e6d4-5414-8f7f-5f78fb5c3629,2025-06-17 16:47:55.034402,2,40
798772bc-da08-58d9-9e74-6756c32b5252,2025-06-20 21:35:28.034402,6,2594
7a3027c2-798d-5942-9e2b-5369677060c8,2025-06-11 20:25:40.034402,1,49
e3b3d598-3cea-5092-a37b-afa0df2ac702,2025-06-18 00:04:24.034402,13,2087
50c0ba4a-d03d-51d4-b53f-3f034795cb69,2025-05-22 20:42:02.034402,4,396
94531e6d-9389-5164-a22a-7b707cf7030c,2025-05-24 00:16:50.034402,19,3236
633c00b8-f7c7-51d3-81e0-e6982476eb65,2025-05-14 17:33:27.034402,18,3895
15290fea-26b6-5f83-a6a7-19e197d8e78c,2025-06-01 04:55:27.034402,12,2909
95856da3-fd57-5cba-b084-b5764b6170dc,2025-05-30 20:41:55.034402,9,2241
034961d8-455b-51ae-90e9-cc36158f3517,2025-06-16 02:02:55.034402,6,2194
03e8bb8d-6401-5f01-857f-923467555e51,2025-06-09 00:04:20.034402,17,1196
b60631e9-fe46-542d-aebb-857afee715cb,2025-05-14 09:21:41.034402,3,118
8407a29e-d817-5438-9780-a43a65c1a5a8,2025-05-16 14:07:46.034402,7,1285
94c34bfa-9ffa-5abd-9383-441ae78a216c,2025-06-15 02:46:16.034402,4,238
8c4e17de-c57d-5a60-b9e0-19a51c37ee5e,2025-05-21 11:30:36.034402,15,3885
3f66f3fc-ac08-55ec-baea-5810222cdf84,2025-05-26 00:18:54.034402,19,4449
b5a516fb-dcc7-502d-a632-9f15d20cc3a6,2025-05-29 09:43:47.034402,4,396
cb0b5371-9b19-5931-8a60-2e289451f3a5,2025-06-02 21:25:52.034402,9,1191
e0109b1c-365d-585e-87c3-f78ec025026a,2025-06-16 11:23:14.034402,7,2093
0e5780cf-7c7a-5280-874e-4f5e9ae20f9c,2025-05-16 22:06:47.034402,12,972
d8189af2-3c2c-561e-b0c6-e6aa33dd710d,2025-05-24 01:56:21.034402,6,1557
54630678-7e93-5f01-850c-19ea926a61f6,2025-05-23 23:35:41.034402,5,1495
cd577c08-8171-5ba3-82db-5e32ecb3c764,2025-06-10 19:50:19.034402,14,778
2eb54f12-9fec-598c-9ae7-3d5ad9b364d0,2025-06-01 14:02:34.034402,6,1944
d1d708d6-0f59-5b03-9b8d-e67a6e81e8dd,2025-06-10 22:33:18.034402,2,198
4c8747c0-9f41-52e1-a0df-b5ad73145969,2025-05-29 17:28:06.034402,12,385
f6fff031-a286-5aa5-a9d5-7e4219041a04,2025-06-15 02:56:01.034402,17,1283
91831900-97c8-5b85-b996-86a7d0e768fc,2025-06-04 05:28:04.034402,3,297
2c7430ee-ac42-5319-b1f0-f4c73e1efc93,2025-05-22 23:12:17.034402,14,1791
66ef50c6-a5f1-511c-9619-3c74ad50500d,2025-05-19 15:23:31.034402,6,444
5898aad1-e455-57b4-b2c7-5f018d4b76ea,2025-05-30 08:00:03.034402,20,3230
88c5c67e-defa-50eb-a4f8-98de2c0cea64,2025-06-13 23:40:35.034402,10,740
21d40e65-02d6-5f3a-9b65-b3fa12c3a337,2025-06-10 03:12:18.034402,9,441
4caea5b8-df0b-578f-bba3-b73f87156b7b,2025-06-13 08:07:57.034402,13,1842
d4d3df6b-5dff-5cdd-bff8-344570eb685f,2025-06-16 01:03:37.034402,10,2561
53d50787-4204-5dc3-adee-3f36c1de56f9,2025-05-18 20:37:43.034402,11,4089
b75b7689-af52-56f2-9f02-bf12e955d3cb,2025-06-16 01:01:01.034402,12,2088
20e8dec8-bb25-507a-881a-12d1f8419da8,2025-05-16 13:42:19.034402,1,299
f4eb8351-fdce-5f15-a94a-548f36412203,2025-05-28 12:40:40.034402,10,2703
3831723c-088f-5059-b31d-e5b1cb1dadb0,2025-05-27 07:22:25.034402,14,638
59478a0d-b90c-5cb2-ae0c-7edf7fe677a9,2025-06-11 20:03:34.034402,4,196
1f3be6c2-7e9a-5cfc-8a20-829ed975308e,2025-05-27 10:10:42.034402,5,1295
7a2b589d-813a-5f8e-93ff-13d5ba871a60,2025-06-04 01:19:28.034402,12,1351
34ee3380-3e42-5207-9af7-0463753f1f49,2025-05-14 01:19:12.034402,12,4938
b0d151d4-8bbb-50ef-9911-1185c14b5ba2,2025-05-24 12:34:51.034402,8,218
0747c8b8-fa3c-5beb-ad69-b2dc899fddb7,2025-06-12 03:02:14.034402,16,4084
8dbf035d-ac91-57cb-9972-73531c85aefb,2025-06-15 23:24:24.034402,6,444
2752d27a-7a37-5d02-bd0c-aa12a9bf6c56,2025-06-07 04:04:19.034402,9,754
a4e7898c-cd75-58d5-8934-7552ff3a1cc6,2025-05-23 09:54:25.034402,13,1742
10daf29d-d21c-5c95-8e86-df5630a3a0b6,2025-05-31 04:28:53.034402,15,2185
adad3dff-8615-5c59-8de9-1a5fc99eecac,2025-05-10 04:43:42.034402,1,99
01740322-a4c9-5402-8d7e-f17a01754cad,2025-06-15 08:20:53.034402,4,417
00c38547-df6f-53cc-ba18-08cb47244ab7,2025-06-19 09:09:48.034402,16,3434
3bcbfa08-8b5b-596b-b944-c4682e80e7bf,2025-06-09 21:41:19.034402,11,452
1ca58c26-4941-5c86-90e6-6212927fe17e,2025-06-14 03:12:07.034402,6,1594
9a83ed01-bf70-54e6-8bc2-52979c556674,2025-05-18 21:07:44.034402,16,2002
bee3c611-045c-5a89-a8dc-efcc5a9a9ec0,2025-05-16 10:35:03.034402,8,563
05e7132c-9ebd-5754-ad79-710e9b537f72,2025-06-07 14:22:45.034402,5,816
37c21726-5530-51ea-b9a0-2e99a377223f,2025-05-12 00:12:20.034402,1,299
869f0e5a-0f15-5ebc-a8b7-4323f9a15e5e,2025-05-16 04:17:42.034402,2,198
b1d42c06-6032-5cee-90ec-465d9d15b984,2025-05-31 06:49:28.034402,3,897
d1c2a2ea-164c-5d60-af84-982a733ed0fd,2025-06-02 01:28:31.034402,13,4408
0eb8b9cc-6ce1-5381-a45e-707056ed5529,2025-06-11 00:33:06.034402,7,2535
7cf284d7-4468-5d0c-88f2-466daaa0807f,2025-06-10 02:37:19.034402,10,490
58ee89f9-7692-5467-871f-03f9c4db670c,2025-05-24 14:31:07.034402,16,2184
4165438b-a5bb-53a2-b2d8-f1222d62191e,2025-05-29 08:12:00.034402,4,396
f18c769a-0eb0-5c98-aff0-04637015cfd7,2025-05-27 00:26:23.034402,18,1774
68994787-e47e-5a45-aed6-242f8985f88d,2025-06-14 22:25:04.034402,2,198
2364bd46-b08a-5358-8461-826ac6c8dee6,2025-05-09 00:58:50.034402,7,485
633030e1-a231-5b05-b472-d17e73dc8590,2025-05-20 01:51:07.034402,13,1050
18f95c45-0a95-5a0d-b259-c07c844d14e8,2025-06-15 02:25:57.034402,8,1476
4b5ac787-cc04-57eb-8579-9efb8035bfae,2025-06-17 12:10:33.034402,8,3992
15809f14-57ff-567c-871b-cfbc89dc62ca,2025-05-30 19:33:36.034402,11,3489
4fb7a4f3-1224-5ba8-a9c1-027a05470a61,2025-06-09 00:18:10.034402,1,499
b537be81-810d-516f-827a-fec9b18eb770,2025-06-09 00:13:45.034402,15,3235
2a7cb77d-7d5e-5615-b73a-7055488707f5,2025-06-12 20:41:19.034402,11,2773
56daf9b6-12b0-5508-a5b0-46b0bfb9d53c,2025-06-23 04:22:52.034402,16,4710
634a6267-ecae-5c61-8fcf-e1dfaffb9acc,2025-05-10 06:06:58.034402,16,2334
15589864-ec49-55d9-9978-eaa729327f05,2025-05-21 18:53:15.034402,10,1753
5858140b-5551-5743-a67a-9ec008180a3f,2025-05-24 21:14:07.034402,6,2194
8cf507fd-4dbf-556b-944f-9c7c670a621b,2025-05-17 21:06:52.034402,6,2594
81d95876-d6e8-5c39-b16c-6f85b7fc2155,2025-06-13 19:34:24.034402,10,2990
9e084bc0-c697-5156-92ec-bd5202bf57b9,2025-05-26 01:18:06.034402,15,890
295b8bb3-43f2-5f3b-a4f7-9ec38641da3c,2025-05-24 16:34:45.034402,20,5280
b58ce771-686a-5f93-88a7-5ca1166c6ce7,2025-06-07 07:03:58.034402,15,4848
d8ebebcd-b3b0-59b3-b700-264524b2d73c,2025-05-22 16:36:53.034402,7,198
ab3e4770-ff42-543f-a434-28f0401ee54a,2025-05-27 20:45:43.034402,5,395
0cf7cc04-c3ff-5a9d-8015-f00eb63088bc,2025-05-21 10:53:58.034402,9,3491
7f558d15-becd-5621-86f2-8289bd8cf402,2025-05-29 23:05:27.034402,13,3087
c70083f8-3d0e-50e8-bf76-9f954b28c04c,2025-06-12 21:03:15.034402,2,598
a592548c-fccd-5f92-9517-6b0d1ec6a39d,2025-06-08 22:04:09.034402,10,690
a0a7f6a5-1d70-5537-ba48-8cd4d6a8e90d,2025-05-21 14:17:08.034402,9,2412
6fa2563c-6c6c-59b0-901f-663404dd1d8b,2025-06-11 21:43:19.034402,1,299
b3fcb55b-5086-559b-b1b8-2f080eb35f85,2025-05-27 02:36:05.034402,5,245
8269f56a-2a63-554d-b43f-5f07b97462c0,2025-06-18 19:27:31.034402,7,3493
1f4ebe62-114c-5075-87cf-d0b826e93ef9,2025-05-20 10:32:21.034402,11,3039
f4789e33-1c4f-56ad-aad2-70862b687253,2025-05-23 08:57:06.034402,5,158
ea6a49a2-e6b1-5a58-8795-12ed31cf819e,2025-05-23 17:44:33.034402,11,4889
31f15735-267e-5df8-b460-8d0be73fd8b0,2025-05-30 11:11:21.034402,7,977
c5b5ab8b-c996-5415-a1d2-d70a4b67b1ad,2025-06-03 14:02:45.034402,14,4270
dc681141-bd31-5310-866a-6ced9f2ccd9d,2025-06-04 05:52:10.034402,5,100
eb1b9fa8-6e1f-51fa-b795-9e3090049282,2025-06-13 10:11:38.034402,2,548
3e0fee2d-2019-533a-a5fa-2a2124b9abc3,2025-05-31 08:47:40.034402,12,1988
585c5042-b0fe-5d70-beb8-e56da3d945ea,2025-06-07 14:43:40.034402,8,247
7f34b5a7-d175-569d-abcc-46d9ae31d7d9,2025-05-16 21:37:05.034402,4,238
2670c194-ad15-539b-b604-3835d65a4251,2025-06-02 22:44:16.034402,18,4582
0fd82ae8-5285-54bc-be6c-e42e1dc6c52b,2025-06-02 15:53:37.034402,9,1296
d330cd38-a6ed-5671-b7dd-6b51182c5f93,2025-06-04 09:11:13.034402,4,396
3ea5318e-ea5f-5eab-a76d-a792d2cd15ca,2025-06-19 06:11:03.034402,7,1256
b58824bf-f947-5415-9848-4b237ce03cc3,2025-05-16 05:47:19.034402,13,1771
f5821338-549d-5c2a-bfe1-af8fc20ae20c,2025-05-20 13:14:44.034402,19,2249
686ab5cc-a6c4-5fe9-83c2-89dc70ac7a48,2025-06-17 01:52:42.034402,1,299
c6f52444-1556-543c-880f-bf1a1cb0f9a0,2025-06-10 23:25:48.034402,1,499
2f0e079e-d3e4-5b06-8118-912913ca3b38,2025-05-16 15:48:17.034402,8,463
e9a58702-ba9e-58dc-a8a3-bbf3fada78cd,2025-05-25 06:22:10.034402,12,1901
f5a621cd-df10-5efd-b97d-2e5dcb027d06,2025-06-13 21:20:21.034402,6,207
f605d185-910b-5321-828c-ab594ea59b27,2025-06-12 07:00:18.034402,16,2268
ffa3606c-01e9-5e63-b589-7955bff80eb2,2025-05-29 07:00:03.034402,9,1312
4ac0f6b6-457c-523a-9d4c-73f9bad8b185,2025-06-08 14:28:25.034402,3,297
ab109c8b-ba6b-5665-b1cc-660c7714dfe0,2025-05-17 23:26:01.034402,10,2640
531cf86a-a601-545b-a9ab-9c664ea05edf,2025-06-05 10:40:04.034402,11,2673
b77bda6b-6742-535b-826b-44329252ee46,2025-06-12 17:49:11.034402,14,6586
8bb42f6f-0d17-5bf0-a9b6-324c6d2886ee,2025-06-08 03:14:19.034402,1,299
8a2c6698-c727-5846-855b-552f42cb3abf,2025-06-11 05:29:40.034402,4,1196
c96a2d13-8950-5943-9823-c9104cc73e20,2025-05-25 09:40:59.034402,3,147
304a94d3-5b09-55ab-9b21-31483fba77b0,2025-05-26 18:14:42.034402,16,3397
d8373149-f1f4-5362-82c6-0a90d09d4b04,2025-05-25 17:55:50.034402,3,60
2efe2dfc-3a0f-53a2-bbf1-715e1265584e,2025-06-01 03:45:06.034402,6,544
dd47b0b3-6320-53d5-959e-8adf079bb85f,2025-06-17 19:17:55.034402,13,5687
7393d00c-45bf-552b-a7aa-081ff9dd1ec8,2025-06-14 11:12:42.034402,10,990
85430f8b-a069-529a-822a-cd4fbfd81817,2025-05-15 15:53:20.034402,6,1794
5a6a8f9c-3268-59d6-b287-1bd11c117c13,2025-06-01 12:54:35.034402,16,4226
62aa3f29-e1dc-54a3-b3bb-678367926502,2025-06-21 08:29:53.034402,8,1542
300b6c05-818e-5c86-910d-b862f5529ef7,2025-05-27 13:48:30.034402,8,392
87be0798-a1f7-5e2e-99e9-4a931f59bcf4,2025-06-17 10:28:27.034402,7,256
e679597f-c92d-5594-a57f-f5337f26f8c3,2025-05-22 11:56:27.034402,5,495
